SAMD00099410	Neisseria	gonorrhoeae	FC433	147	2079190	0.5278458363995787	4.809565263395842E-5	38183	0.8307389290506905	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7819	100.0	0.1	SAMD00099410		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058676	DRS058676	DRP004052			FC433	PRJDB6496	DRA006566
SAMD00099411	Neisseria	gonorrhoeae	FC434	143	2139700	0.5255346793793232	4.673552367154274E-5	38906	0.829046083380071	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099411		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058677	DRS058677	DRP004052			FC434	PRJDB6496	DRA006566
SAMD00099412	Neisseria	gonorrhoeae	FC435	133	2145510	0.525236446014795	9.321792953656706E-5	59166	0.8308155930844493	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099412		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058678	DRS058678	DRP004052			FC435	PRJDB6496	DRA006566
SAMD00099413	Neisseria	gonorrhoeae	FC436	134	2150149	0.5248175654399244	9.30168095327347E-5	47443	0.828937802710669	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099413		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058679	DRS058679	DRP004052			FC436	PRJDB6496	DRA006566
SAMD00099414	Neisseria	gonorrhoeae	FC437	142	2153543	0.5246433435506047	0.0	47296	0.8311508059045025	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1594	99.99	0.09	SAMD00099414		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058680	DRS058680	DRP004052			FC437	PRJDB6496	DRA006566
SAMD00099415	Neisseria	gonorrhoeae	FC438	138	2154767	0.5244938315836468	0.0	52827	0.8310169962692022	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1594	99.99	0.09	SAMD00099415		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058681	DRS058681	DRP004052			FC438	PRJDB6496	DRA006566
SAMD00099416	Neisseria	gonorrhoeae	FC439	143	2151345	0.524812617223179	0.0	45570	0.8300170358543144	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1594	99.99	0.09	SAMD00099416		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058682	DRS058682	DRP004052			FC439	PRJDB6496	DRA006566
SAMD00099417	Neisseria	gonorrhoeae	FC440	135	2079424	0.5273936436243883	0.0	45403	0.8299822450832538	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7819	99.99	0.09	SAMD00099417		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058683	DRS058683	DRP004052			FC440	PRJDB6496	DRA006566
SAMD00099418	Neisseria	gonorrhoeae	FC441	147	2148613	0.5250764097582953	0.0	45264	0.8319325071569427	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1901	99.99	0.14	SAMD00099418		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058684	DRS058684	DRP004052			FC441	PRJDB6496	DRA006566
SAMD00099419	Neisseria	gonorrhoeae	FC442	171	2114477	0.527859405366468	9.45860371146151E-5	30776	0.8302786247970346	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7358	100.0	0.11	SAMD00099419		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058685	DRS058685	DRP004052			FC442	PRJDB6496	DRA006566
SAMD00099420	Neisseria	gonorrhoeae	FC443	177	2121295	0.527369242337456	4.7141015276046E-5	28201	0.8299604703952254	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7358	99.99	0.18	SAMD00099420		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058686	DRS058686	DRP004052			FC443	PRJDB6496	DRA006566
SAMD00099421	Neisseria	gonorrhoeae	FC444	154	2082508	0.5278403655767746	4.8019023216237345E-5	36717	0.8252835179273226	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	13839	99.99	0.09	SAMD00099421		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058687	DRS058687	DRP004052			FC444	PRJDB6496	DRA006566
SAMD00099422	Neisseria	gonorrhoeae	FC445	139	2140085	0.5255941323949651	9.345423195807643E-5	43387	0.8318661984172047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7359	99.99	0.13	SAMD00099422		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058688	DRS058688	DRP004052			FC445	PRJDB6496	DRA006566
SAMD00099423	Neisseria	gonorrhoeae	FC446	145	2155963	0.5241729182234678	4.6382985236759626E-5	53340	0.8295077191825269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.07	SAMD00099423		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058689	DRS058689	DRP004052			FC446	PRJDB6496	DRA006566
SAMD00099424	Neisseria	gonorrhoeae	FC447	134	2135755	0.5256862327373693	0.0	48647	0.8308813510913002	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	13841	99.99	0.1	SAMD00099424		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058690	DRS058690	DRP004052			FC447	PRJDB6496	DRA006566
SAMD00099425	Neisseria	gonorrhoeae	FC448	138	2137672	0.5254015023354692	9.355972291352462E-5	47071	0.8287678154380502	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7358	99.99	0.11	SAMD00099425		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058691	DRS058691	DRP004052			FC448	PRJDB6496	DRA006566
SAMD00099426	Neisseria	gonorrhoeae	FC449	164	2148090	0.5251351263274038	4.655298427905721E-5	35520	0.8274233120265923	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1901	100.0	0.14	SAMD00099426		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058692	DRS058692	DRP004052			FC449	PRJDB6496	DRA006566
SAMD00099427	Neisseria	gonorrhoeae	FC450	165	2160040	0.5244259365567304	0.0	49146	0.8275356011925705	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1901	99.99	0.14	SAMD00099427		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058693	DRS058693	DRP004052			FC450	PRJDB6496	DRA006566
SAMD00099428	Neisseria	gonorrhoeae	FC451	120	2149572	0.5238760960831311	4.652088880949324E-5	59166	0.831925700823272	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	100.0	0.1	SAMD00099428		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058694	DRS058694	DRP004052			FC451	PRJDB6496	DRA006566
SAMD00099429	Neisseria	gonorrhoeae	FC452	121	2146503	0.5242103085809803	0.0	55163	0.8314658772897127	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099429		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058695	DRS058695	DRP004052			FC452	PRJDB6496	DRA006566
SAMD00099430	Neisseria	gonorrhoeae	FC453	127	2150725	0.5246551744179289	0.0	53066	0.8309411942484511	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099430		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058696	DRS058696	DRP004052			FC453	PRJDB6496	DRA006566
SAMD00099431	Neisseria	gonorrhoeae	FC454	137	2083265	0.526898253378873	4.800157445164201E-5	47173	0.828304527005782	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7819	99.99	0.09	SAMD00099431		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058697	DRS058697	DRP004052			FC454	PRJDB6496	DRA006566
SAMD00099432	Neisseria	gonorrhoeae	FC455	128	2138610	0.5256660010942198	4.6759343685852026E-5	48738	0.8305885873809334	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7358	99.99	0.11	SAMD00099432		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058698	DRS058698	DRP004052			FC455	PRJDB6496	DRA006566
SAMD00099433	Neisseria	gonorrhoeae	FC456	116	2096962	0.5267774787982613	9.537607262315673E-5	59770	0.8314768199728916	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	9362	99.99	0.17	SAMD00099433		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058699	DRS058699	DRP004052			FC456	PRJDB6496	DRA006566
SAMD00099434	Neisseria	gonorrhoeae	FC457	120	2155544	0.5241744079452797	0.0	59509	0.8343568955215017	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1594	99.99	0.09	SAMD00099434		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058700	DRS058700	DRP004052			FC457	PRJDB6496	DRA006566
SAMD00099435	Neisseria	gonorrhoeae	FC458	137	2160630	0.5241577687989152	0.0	54329	0.8291572365467479	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.14	SAMD00099435		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058701	DRS058701	DRP004052			FC458	PRJDB6496	DRA006566
SAMD00099436	Neisseria	gonorrhoeae	FC459	124	2138839	0.5254820714449028	4.67543372829839E-5	40636	0.8328257912723338	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7359	99.99	0.14	SAMD00099436		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058702	DRS058702	DRP004052			FC459	PRJDB6496	DRA006566
SAMD00099437	Neisseria	gonorrhoeae	FC460	140	2175705	0.5246333778420256	4.5962113429899735E-5	43341	0.8328152398987868	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1903	99.99	0.12	SAMD00099437		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058703	DRS058703	DRP004052			FC460	PRJDB6496	DRA006566
SAMD00099438	Neisseria	gonorrhoeae	FC461	157	2131380	0.5256481716071277	0.0	39189	0.8286124482729499	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	100.0	0.12	SAMD00099438		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058704	DRS058704	DRP004052			FC461	PRJDB6496	DRA006566
SAMD00099439	Neisseria	gonorrhoeae	FC462	136	2162591	0.5242452225131798	0.0	59275	0.8310512713684649	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1901	99.99	0.14	SAMD00099439		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058705	DRS058705	DRP004052			FC462	PRJDB6496	DRA006566
SAMD00099440	Neisseria	gonorrhoeae	FC463	111	2160492	0.5239362145289128	0.0	77330	0.8307482740042545	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7356	99.99	0.06	SAMD00099440		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058706	DRS058706	DRP004052			FC463	PRJDB6496	DRA006566
SAMD00099441	Neisseria	gonorrhoeae	FC464	125	2160607	0.5240855079621571	9.256657966950954E-5	65530	0.8291627457233752	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7356	99.99	0.06	SAMD00099441		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058707	DRS058707	DRP004052			FC464	PRJDB6496	DRA006566
SAMD00099442	Neisseria	gonorrhoeae	FC465	120	2141881	0.5252269022836602	4.668793457713104E-5	47319	0.8332532597870651	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7359	99.99	0.13	SAMD00099442		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058708	DRS058708	DRP004052			FC465	PRJDB6496	DRA006566
SAMD00099443	Neisseria	gonorrhoeae	FC466	116	2142515	0.5253020539904734	4.667411896766183E-5	48826	0.8351183127451964	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7359	99.99	0.13	SAMD00099443		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058709	DRS058709	DRP004052			FC466	PRJDB6496	DRA006566
SAMD00099444	Neisseria	gonorrhoeae	FC467	142	2154226	0.5242741476521033	0.0	53085	0.8315575988777407	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	100.0	0.15	SAMD00099444		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058710	DRS058710	DRP004052			FC467	PRJDB6496	DRA006566
SAMD00099445	Neisseria	gonorrhoeae	FC468	140	2150174	0.5245473157056126	0.0	47425	0.8303076867267486	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099445		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058711	DRS058711	DRP004052			FC468	PRJDB6496	DRA006566
SAMD00099446	Neisseria	gonorrhoeae	FC469	133	2072947	0.5273868555250086	0.0	49135	0.8295286854897882	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7819	100.0	0.11	SAMD00099446		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058712	DRS058712	DRP004052			FC469	PRJDB6496	DRA006566
SAMD00099447	Neisseria	gonorrhoeae	FC470	137	2086237	0.5265076071226387	4.793319263343522E-5	53238	0.8291550363183242	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7819	99.99	0.09	SAMD00099447		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058713	DRS058713	DRP004052			FC470	PRJDB6496	DRA006566
SAMD00099448	Neisseria	gonorrhoeae	FC471	117	2156920	0.5244804369800892	1.3908721695751348E-4	52504	0.8335205089445521	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	9362	99.99	0.13	SAMD00099448		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058714	DRS058714	DRP004052			FC471	PRJDB6496	DRA006566
SAMD00099449	Neisseria	gonorrhoeae	FC472	119	2146138	0.5245142670229035	0.0	53070	0.8335628929733316	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099449		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058715	DRS058715	DRP004052			FC472	PRJDB6496	DRA006566
SAMD00099450	Neisseria	gonorrhoeae	FC473	127	2145303	0.5244550536684095	0.0	55596	0.8342942698537223	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.14	SAMD00099450		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058716	DRS058716	DRP004052			FC473	PRJDB6496	DRA006566
SAMD00099451	Neisseria	gonorrhoeae	FC474	124	2154304	0.5242094063514876	4.641870413832031E-5	59511	0.8325492850259307	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	100.0	0.1	SAMD00099451		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058717	DRS058717	DRP004052			FC474	PRJDB6496	DRA006566
SAMD00099452	Neisseria	gonorrhoeae	FC475	127	2147237	0.524609282034635	4.6571477671072176E-5	53017	0.8310545624242888	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099452		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058718	DRS058718	DRP004052			FC475	PRJDB6496	DRA006566
SAMD00099453	Neisseria	gonorrhoeae	FC476	143	2141669	0.5252060521981781	4.669255613262367E-5	40524	0.8308590570745094	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	99.99	0.09	SAMD00099453		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058719	DRS058719	DRP004052			FC476	PRJDB6496	DRA006566
SAMD00099454	Neisseria	gonorrhoeae	FC477	149	2136876	0.5252941815145808	4.679728725485241E-5	40129	0.8302222600777994	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	7363	100.0	0.11	SAMD00099454		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058720	DRS058720	DRP004052			FC477	PRJDB6496	DRA006566
SAMD00099455	Neisseria	gonorrhoeae	FC478	130	2143899	0.5246126152685023	4.664398835952627E-5	53070	0.8340851917553838	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099455		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058721	DRS058721	DRP004052			FC478	PRJDB6496	DRA006566
SAMD00099456	Neisseria	gonorrhoeae	FC479	131	2152467	0.5243225563969157	0.0	47248	0.8312420120726589	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099456		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058722	DRS058722	DRP004052			FC479	PRJDB6496	DRA006566
SAMD00099457	Neisseria	gonorrhoeae	FC480	110	2153101	0.5241444781271292	0.0	60348	0.8333283018307084	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	1579	99.99	0.13	SAMD00099457		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058723	DRS058723	DRP004052			FC480	PRJDB6496	DRA006566
SAMD00099458	Neisseria	gonorrhoeae	FC481	117	2136275	0.5255788697616177	0.0	59928	0.834459514809657	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	13841	99.99	0.1	SAMD00099458		2015-01-01	Japan	Homo sapiens			9606	Illumina MiSeq	ILLUMINA				Kyoto &amp; Osaka in 2015	DRS058724	DRS058724	DRP004052			FC481	PRJDB6496	DRA006566
